,audiocap_id,youtube_id,start_time,caption
395,8031,2Df2DRLYFgA,30,An adult female is speaking
396,8030,2DeWsERzaSY,50,A baby is belling laughing
397,8033,2DmGSOsX-2k,30,A motor roars and waves crash
398,8032,2DfZ21h3rM4,3,A cat is meowing
399,8038,2DvhMDU3m-8,110,A man talking about and demonstrating the use of power tool
400,12589,45FElpwPRnc,460,A person speaking with some rubbing
401,12588,45CwJDMcXCo,30,"Low rumblings of an engine, people speak"
402,12583,457p8RcVeeM,30,Factory noise of production sprayer
403,12582,450DA4AZG6U,30,A man giving a speech to a laughing crowd
404,12587,45C4_nH5mdY,210,"A ring, people speak and cheer"
405,12585,45ALOD20Dh0,30,"Cheering and screaming intensifies, followed by a man speaking"
406,12584,458hvFTiS4A,0,Rapid gunshots from an automatic gun
407,48123,NUqsl-em2FQ,0,"Children speak in the distance, followed by water gurgling nearby"
408,44917,LQoteZaWcPE,180,A woman is speaking as water drips from a faucet and gurgles
409,95960,ujXLco-8ivM,20,A motorcycle small engine revs from far away something crashes and people laugh
410,93846,t6LuU4b26k4,170,Horses snorting and neighing as two men talk in the distance while the paper is crinkling
411,86659,nccXNavFApo,8,Some pigeons coo and flap wings
412,89491,plWKyfP7tXc,50,Humming followed by a dog barking
413,79793,ib3gLv8yhlU,30,Water trickling as female voices laughing
414,89497,plrVO_25h50,360,A tool is softly buzzing while a man speaks
415,89499,plwnNOcduUg,70,Clanking and tapping
416,82966,kw9DDeloVxU,0,A person whistling
417,88720,pCfGoyPMW-k,350,"A man speaks, another man speaks with natural outside noise in the background"
418,88722,pChZKBDEsZk,10,Clicking and vibrations with mechanical humming
419,65069,Z13Q8QmxQ70,0,Footsteps and rustling followed by a scream and a light bang
420,65062,Z0VrnxmFr9Y,30,"An adult talks, and then children talk and laugh as a pig oinks nearby"
421,76078,fwZPp-UHHAo,30,Someone sprays a surface
422,48121,NUiRY0VnNMs,230,Toilet water gently swishing
423,13988,4gwTPpO4WK8,130,Water splashes followed by a man speaking then tapping
424,11768,3ju9A5iJbo8,30,"An adult female sneezes and sniffs, and an electronic device is playing in the background"
425,13984,4gr2Se5WKP4,30,A woman gives a speech
426,13985,4gs_o5Zb2oM,160,"A crashing roar occurs, the wind is blowing, then motor vehicle engines are running"
427,13986,4gvgHrDe5ZU,30,A motorcycle is being started and revved
428,13987,4gwCtiZKejk,290,Steam hissing from a machine
429,13980,4gkalNm_rFY,30,A man is speaking and a small motor is humming
430,13981,4glaMWF-wyU,30,A woman is speaking and traffic is nearby
431,13983,4gq5IKSASSQ,30,"A remote control car, and a dog barking"
432,75052,fBBJ1yPjphI,430,A sewing machine runs and a woman talks
433,75053,fBBKtMojF7s,180,"A file rubs against an object nearby, followed by a man speaking"
434,73322,dtGpAmOnZR8,30,A car drives consistently
435,75050,fAvlH8nziFc,12,A man speaks followed by a horn honking and more talking from the same man
436,63697,Y4lMAdRSxOk,17,Wind blowing with hissing and people speaking in the distance
437,84693,mCnMHgAi1zI,60,Ringing of bells with some rustling
438,73320,dt2bD1WDfl0,30,A woman speaks with several beeps
439,91366,rDW_fZX3ZMk,120,A machine works nearby
440,77660,h459JUkX3_k,140,A race car squeals tires and accelerates
441,69691,bGDm-DYuk2A,180,A man talking followed by a child talking in the distance as footsteps walk on gravel and birds chirp in the background
442,85284,mcrxCZ6kmU0,430,Multiple claps occur then a man speaks
443,81563,juSFBjmcSS0,20,A man talks while motorcycle engines work in idle
444,81562,juL2OqnMOtA,30,Pigeons vocalize and flap wings
445,69695,bGNAE6mVoD8,170,Grease sizzles as a condiment is shaken then put down
446,75054,fBDhEkpKTe4,50,Someone coughs then cries before speaking
447,69696,bGazZPvrAfQ,10,Deep laughing followed by a cat meowing and a man speaking
448,13678,4Zlz0fKY_4E,320,Water flowing with breathing gurgling sound
449,13679,4ZojMNkAmnE,40,"Birds are chirping, water is splashing, animals are bleating, and tapping occurs"
450,13673,4ZcrAHlSOks,490,A car accelerates and then decelerates and accelerates again
451,13670,4ZU2-1Kku-0,30,A woman giving a speech
452,13676,4ZibpJMpAGk,30,"Thunder rumbling, rain drops, a beeping noise, and then a piano"
453,13677,4ZlRt0UHWb8,60,Low static and loud snoring followed by man speaking lightly
454,13675,4ZgsqljQJa4,60,A person is typing on a keyboard very quickly
455,16003,5ZQPtmGX8v8,260,A couple of sheep bleating and a man talking
456,16001,5ZQCdVfdGig,170,A woman talking with sizzling and frying sounds in the background
457,16005,5ZRdc9DgtBA,20,A cat meowing then a man speaks
458,5865,1LUo-Sz60aI,30,Lots of static with a muffled female voice in the background
459,5864,1LU--8_VFeA,27,"A car speeds up, wind rushes by"
460,5867,1LXNab4QZa8,30,A man speaking
461,5866,1LXBrN5lJaI,0,A car starting outside
462,5861,1LQQS5NIPFI,25,Door sound with woman chuckling
463,5863,1LSmPtw0dZE,20,A sheep lets out two deep bleats
464,5862,1LR4O0oe-NU,30,A man speaking and ticking
465,94360,tVNREdFsylY,30,Two young girls speaking on a microphone followed by a crowd of people applauding and cheering
466,17359,6AhDat_-Zdw,3,A high frequency vibration suddenly becomes lower frequency as it fade away in the distance
467,17354,6AT29qrNRdA,12,A small motor is humming
468,17357,6AcL47SDN58,9,Bell ringing and a low ticking
469,17351,6AO8_kTvsaM,30,"A dog is growling, a bird calls, and an adult male speaks"
470,17353,6AQLfSO8L5Q,0,"A man speaks then a horse neighs then a slap, a crash, and a car alarm"
471,17352,6AOS-Ny7JdU,480,An airplane engine running and people talking
472,90879,qpetEQ3taLY,10,Two male voices talking
473,50273,OtA_FyCE9Pc,30,An animal snores mildly
474,19588,7D9TVczy6rw,30,A man talking gibberish and faint audio of a woman talking and the trotting of an animal like a horse in the background
475,19587,7D9GGT2XPNo,30,An automobile is idling then speeds up a little at the end
476,19584,7D28hhaU9RU,30,A woman and man are having a conversation then a dog starts barking loudly
477,19585,7D5NBjoyY5w,30,Water is splashing lightly as a child are screaming in the background
478,19583,7D1GMWfKRRc,0,Wind is blowing hard and a man is speaking over the wind
479,19580,7Cv7C_6KxEs,30,Water is gurgling and intermittent hissing is occurring
480,19581,7CyP_SLbBTE,29,A clock is chiming in a high pitch and then an older man speaks
481,64007,YIdwyX9GX80,130,Typing on keyboard male speaking
482,60787,W1r90vhczHM,30,Vibrations as a young girl cries and speaks and a woman speaks
483,20869,7pbmjwgR7ec,470,"A man drills, then speaks and blows"
484,20868,7pabsgabzQU,30,A loud vehicle engine
485,50272,OtAFOp2OC2Q,30,A man speaking over an intercom as wind lightly blows into a microphone
486,20865,7pVFm2NULIY,30,A man delivering a speech followed by claps and another man speaking
487,20867,7p_ybbzYjQw,30,A large crowd applauds and screams in unison
488,20866,7pZnq7xau2Q,30,A clock is being unwound and starts to tick
489,20861,7pTG5NqmpBw,30,Water rolls down a stream
490,20860,7pSb9zMzS4k,30,A cat meows then a man speaks
491,20863,7pUYXhg2INs,0,Tapping noises followed by livestock communicating
492,20862,7pUCEY5jzgw,5,A man delivering a speech before a large bang and laughter
493,69784,bKJ3tuz4H-k,220,"A very loud train horn blaring in the distance, and getting closer']}]"
494,45621,LsDbphDJ7nk,20,A motor vehicle runs by clicking a bit and speeding up
495,5935,1MuDD4JVnQc,25,A child is crying then a woman speaks
496,33035,DzbxlhysQE4,30,Women talk nearby as a crowd talks at medium volume in the distance
497,5934,1MuCTwE2Eqs,30,"A crowd chatters, dogs bark"
498,5933,1Ms72htvB6w,40,A man is speaking and a vehicle horn honks
499,16111,5bJfToI-wYo,7,Ambient traffic noise and beeping
500,99525,xRzs_ynrCkc,0,A child cries loudly along with a hissing noise
501,99520,xRiGZ_0Fblk,150,Faint humming followed by a man speaking and bird chirping
502,48203,NYFlOljmhMM,30,"Distant voices back an overlay of spraying which gets louder over time, which is topped by a loud and clear, male voice using a regular cadence to speak."
503,71531,cblvSlTyiqQ,6,A siren wails continuously
504,45636,Lsv7HQizztA,0,A car engine revs as it passes by
505,7944,2BjB6zejUyE,17,A gurgling stream
506,9190,2gTqxrutLBw,30,Liquid is pouring with a meta ling sound in the background
507,9195,2gasTsBjGD0,17,Engine running followed by tapping and speech
508,7941,2Bd_5CudKCk,470,A man speaks before using a power drill
509,9197,2gdfn0Efqqs,30,Running engine idling
510,7943,2BhBBDdh-lo,390,Male is speaking while banging and rattling on a car goes on in the background
511,9199,2ggJBDbgH-o,240,"A woman speaks, a man screams and they both laugh"
512,7948,2BqBOBpWRY4,30,A man giving a speech
513,16918,5zVdtNyCa28,110,"Siren sounds, along with wind blowing"
514,16919,5zX3cmlLxwI,570,A man talking while the wind blows on the microphone and bees buzz
515,16915,5zQiVmdj6YY,8,People speak while a pig oinks
516,16916,5zSkQOAD6p4,30,A man speaking and a motor engine starting
517,16917,5zUkaGz_150,23,Small dogs howling and barking with car alarm
518,16910,5zHmqPG09vQ,20,An engine operates on the water and a man speaks
519,16911,5zI3BKP6h14,10,A bell being rung
520,16912,5zLYxr2BM4Y,30,Kick starting an engine
521,16913,5zNWv74vr_M,140,Trickle of a stream and bird chirping
522,97472,vvC6hjW7Q1g,70,"A man is talking while bees are buzzing, followed by a metal ding"
523,12208,3vCRry3mHjk,20,"A machine that is running, tapping and making winding noises"
524,97476,vvPsGYayQBM,0,Two men speaking with rusting in the background
525,12207,3vBu3hZCzSM,0,A police siren is going off and cars are passing by
526,12200,3uvRVGgRBBU,150,A group of different birds chirping
527,12202,3uy7uenEb1Q,20,Water runs and a frog gurgles then a man starts singing
528,12203,3v0IfGJmehw,30,"A male voice speaking calmly accompanies the quieter firing of an automatic gun, accompanied by occasional speech from a secondary lower male voice"
529,90122,qE_cVGO1MXk,20,Some sheep bleat while some persons laugh
530,52541,QP56gfCjktM,220,"An adult male speaks while a bird chirps and music plays, followed by a motor running with metal grinding vibration"
531,90129,qF2inBDSzFU,10,Dogs barking and squealing
532,29359,C0s3qWFhItU,15,A vehicle motor is revved repeatedly
533,10518,3DpyZad6VMk,30,A man speaks quietly
534,10519,3Dqy6RnHQbQ,30,A motorboat is in use and a person speaks
535,63250,XlAdsOVvFZA,200,Loud shaking of loose objects against a plastic surface
536,10512,3Dh1bECfqhk,130,"A door closes, and a man talks"
537,10513,3DhQmxwJ5f0,530,Waves are splashing and wind is blowing
538,10510,3DfM7lFy8b8,30,Birds are chirping and flapping their wings
539,10511,3DgK0TcqnU4,17,A loud car passes by
540,10516,3DjCtueWTl4,30,Two men talk as water rushes nearby
541,8862,2Z6_CLwMxY4,30,Musical chimes are sounding
542,21409,867kazZdwuA,30,Fireworks going off
543,8860,2Z4bIBKxirc,420,People are talking as dishes clank together
544,8861,2Z5FgygewSM,30,Dog panting followed by beeping and more panting
545,21404,8621F0B0QAA,0,"A car engine is running, operating and vibrating followed by a honk"
546,21405,862FGBCm5JQ,0,A slide whistle is blown and a man speaks
547,21407,864Hhm1eOlg,30,A woman is speaking and rain is falling lightly
548,21400,85quy8zURmw,30,"Some clicking followed by speaking, whooshes, and explosions"
549,21401,85swzkKdSeI,340,Dishes are clanking and banging against one another followed by a man vocalizing something out loud
550,8868,2ZOCs9f7m0M,200,A man is speaking and dishes are clanging together
551,8869,2ZOkYTE_3Ic,23,Men talking and a car driving off
552,62786,XSS94mj8SJs,340,Tapping noises are followed by a high-pitched machine starting
553,62784,XSR05OoZ8oU,370,A man talking as stones churn and shuffle
554,62785,XSRKQDM5onY,30,"An adult male shouts while a motor vehicle engine runs and people speak in the background, followed by a motor vehicle engine running and vibrating in the foreground and another adult male speaking"
555,37437,GbyK-4HCwUE,240,A siren on a police car on a street
556,26835,AkfcsAlzzR4,30,High pitched screeching and spraying with people speaking
557,26830,AkbeMorZff8,30,An engine running followed by revving
558,26831,AkcW4_2TG_g,90,Water noisily going down a street drain while voices of children are in the background
559,67577,_kiUMCrwkfE,60,Rapid crumpling and crinkling noise
560,67574,_ke4gaxL1RE,140,"Rapid humming sounds of a sewing machine, followed by the quiet voice of a woman"
561,67575,_kfA3KdDJkU,30,A man speaking is followed by an irritated yawn and people talking
562,26838,AkiTPf5aJn4,150,Continuous applause
563,26839,Akk-GzgnDmE,30,A man speaking with rustling and distant speech
564,84637,mAGcH_Z5v_U,21,A man is speaking as sheep occasionally bleats
565,96981,vYaQJCaMuTc,420,"A file rasps on wood, and a man talks in the foreground"
566,68637,aVkCOoCBCHo,280,A woman speaks while food fries in a pan
567,68633,aV_MbINdCrE,0,A toilet flushes with a great hiss
568,64377,YXKJot--ROM,50,A man and woman speak and water splashes
569,102521,zpfBw5eMfEs,110,"A boat motor runs smoothly, wind is blowing, and two adult males speak"
570,37435,Gbw2xMGR8ww,330,"A railroad train, chain clanking and, steam whistle blowing"
571,76623,gLT4o6a46I0,22,Loud siren gets closer and then gets further away with a faint city noise in the background
572,17884,6QJTjLvzCXg,40,A small insect buzzing around outside
573,90505,qXIYl4x6Tlk,20,A soft trumpet then a whir and a bubbling electric sound
574,76625,gLY6XE90pGU,20,"Bird flying sounds, followed by a robotic voice, and then the bird chirping and then a popping sound"
575,54037,RQXjTbjn1Eg,30,A fast vehicle moves far away and a child shouts
576,24579,9ge3gWbGXuc,14,Ducks quacking followed by laughed
577,24578,9gbDoAbvDD8,80,Birds chirping continuously
578,24577,9gZszubMN_k,0,Intermittent beeping and silence
579,24576,9gYCk8sJmro,140,A man tells a joke and a group of people laugh
580,24575,9gWfeRVL_Zk,580,Crumpling and crinkling
581,24573,9gRG7ZAukX4,60,Toilet flushing water
582,24572,9gPDH1ns4Co,120,"Low frequency gunfire followed by a loud popping sound, while a man is talking"
583,24570,9gCfNKhR3-g,30,A loud siren is sounding continuously
584,79726,iYdlrua9UmM,30,"Strong wind is blowing and water splashes faintly, followed by a mid-size motor vehicle engine revving once"
585,28408,BXLBYcnutbM,30,Music plays followed by a door opening and a woman sneezing
586,79720,iYMSuGqgrcM,0,A deep inhale followed by a burp
587,344,-7gC66Xp1iY,10,Motorcyle vehicle revving down
588,28403,BX8t852KOVk,20,A vehicle engine revving followed by an idle vehicle engine running
589,28400,BX6ZQlcYiG8,30,"Wind sounds, followed by a man talking nearby"
590,79728,iYxGFiaOD-M,140,Rasping sound as plane rubs down wood
591,79729,iYxMhVSOC9Y,30,Ambulance and police siren wail simultaneously
592,62128,X-FZzKUH4z8,10,A series of snoring sound with faint giggling in the background
593,34323,EiXfXZBruBc,110,A slight thud is followed by a long hiss of steam
594,92831,sKTZvFef-WA,240,"Water running in a stream, followed by the crinkling and rubbing together of paper"
595,50337,OvjZomZu_eQ,200,A person talks nearby as pots clang and liquid falls into a pot
596,95822,ucM9_3jUgr8,180,Rubbing clicking and clacking blender sound
597,35059,FA-He0lOxZU,6,Whistle followed by steam hissing which leads to another whistle
598,90929,qs3mXlKfxLU,28,Continuous train horn
599,35051,F9f9caaxmm0,370,"Silverware clangs, and then a person talks nearby while chewing"
600,90928,qs3gjtxuHjk,30,A constant buzzing with voices in the background
601,92834,sKdmY3NQl4I,460,Rain falls and leaves rustle followed by the distant roar of thunder
602,346,-7uB0O_imb4,30,A horse is trotting. People are speaking
603,83473,lIqP2EiPl-Q,40,Continuous running water with clanking
604,90922,qrgKZEK7axA,140,Heavy wind followed by a vehicle starting and revving intermittently
605,50335,OvcGn_ScG5w,430,"Typing on a keyboard is occurring, and an adult male speaks briefly"
606,52626,QS8t1QDrxfo,130,A rooster crows and birds chirp followed by spraying and people speaking as music plays
